datepublication;nomAttribuant;idAttribuant;dateConvention;referenceDecision;nomBénéficiaire;idBeneficiaire;objet;montant;nature;conditionsVersement;datesPériodeVersement;idRAE;notificationUE;pourcentageSubvention;date_deb;date_fin;objet_reuse;montant_reuse
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-05-28;2019/263;LES ASSOCIES CREW;49206573500028.0;Eté métropolitain;8826;aide en numéraire;échelonné;2019-05-28/2019-11-28;sans objet;non;1.00;2019-05-28;;Eté métropolitain;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-06;2019/205;COOP ALPHA;48237148100029.0;ESS programme d'actions;52000;aide en numéraire;échelonné;2019-06-06/2019-12-06;sans objet;non;1.00;2019-06-06;;Autre objet;Entre 30 000€ et 100 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-11;2019/205;ADIE;35221687300211.0;ESS programme d'actions;15000;aide en numéraire;unique;2019-06-11/2019-12-11;sans objet;non;1.00;2019-06-11;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-05;2019/187;INVEST IN BORDEAUX;40919981700050.0;Fonctionnement;487775;aide en numéraire;échelonné;2019-06-05/2019-12-05;sans objet;non;1.00;2019-06-05;;Fonctionnement;Entre 100 000€ et 500 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-12;2019/205;FRANCE ACTIVE;45154609700028.0;ESS programme d'actions;41250;aide en numéraire;échelonné;2019-06-12/2019-12-12;sans objet;non;1.00;2019-06-12;;Autre objet;Entre 30 000€ et 100 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-04-16;2019/169;HAPANA;81752354100016.0;Action habitat;3000;aide en numéraire;échelonné;2019-04-16/2019-10-16;sans objet;non;1.00;2019-04-16;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-04;2019/169;UNIS CITE;39819156900142.0;Action habitat;1000;aide en numéraire;échelonné;2019-06-04/2019-12-04;sans objet;non;1.00;2019-06-04;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-17;2019/264;PASSAGE A L'ART;48438218900021.0;"Manifestation ""faire des bulles""";15200;aide en numéraire;échelonné;2019-06-17/2019-12-17;sans objet;non;1.00;2019-06-17;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-06-26;2019/274;ATIS;52289609100033.0;Start up de territoire;20000;aide en numéraire;échelonné;2019-06-26/2019-12-26;sans objet;non;1.00;2019-06-26;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-06-19;2019/294;ASSO EIPF;33230399900079.0;Investissement ESS;30000;aide en numéraire;échelonné;2019-06-19/2019-12-19;sans objet;non;1.00;2019-06-19;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-06-27;2019/205;FRANCE ACTIVE;45154609700028.0;Investissement sur outils financiers;30000;aide en numéraire;unique;2019-06-27/2019-12-27;sans objet;non;1.00;2019-06-27;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-06-25;2019/318;CAP SCIENCES;39988425300036.0;investissement;120000;aide en numéraire;échelonné;2019-06-25/2019-12-25;sans objet;non;1.00;2019-06-25;;Autre objet;Entre 100 000€ et 500 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-06-26;2019/279;ARC SUD DEVELOPPEMENT;42198523500017.0;Fonctionnement;47500;aide en numéraire;échelonné;2019-06-26/2019-12-26;sans objet;non;1.00;2019-06-26;;Fonctionnement;Entre 30 000€ et 100 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-05;2019/206;ADELE;43383594000027.0;PLIE DES GRAVES;12500;aide en numéraire;échelonné;2019-07-05/2020-01-05;sans objet;non;1.00;2019-07-05;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-12;2019/297;ENT'AUTRES;80041897200017.0;Investissement Le Local;20000;aide en numéraire;échelonné;2019-07-12/2020-01-12;sans objet;non;1.00;2019-07-12;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-08-07;2019/263;OVERGROUND;79981016300011.0;Fonctionnement;5800;aide en numéraire;échelonné;2019-08-07/2020-02-07;sans objet;non;1.00;2019-08-07;;Fonctionnement;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-09;2019/386;COOP ALPHA;48237148100029.0;actions spécifiques;9000;aide en numéraire;unique;2019-07-09/2020-01-09;sans objet;non;1.00;2019-07-09;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-31;2019/386;CLAP SUD OUEST;40228354300070.0;actions spécifiques;33000;aide en numéraire;unique;2019-07-31/2020-01-31;sans objet;non;1.00;2019-07-31;;Autre objet;Entre 30 000€ et 100 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-12;2019/401;ADSI TECHNOWEST;43403882400042.0;OIM action emploi;25000;aide en numéraire;échelonné;2019-07-12/2020-01-12;sans objet;non;1.00;2019-07-12;;Autre objet;Inférieur à 30 000€
2019-11-15;BORDEAUX METROPOLE;24330031600011.0;2019-10-21;2019/350;MEBA;51779186900012.0;Fonctionnement;56400;aide en numéraire;échelonné;2019-10-21/2020-04-21;sans objet;non;1.00;2019-10-21;;Fonctionnement;Entre 30 000€ et 100 000€
2019-11-15;BORDEAUX METROPOLE;24330031600011.0;2019-07-31;2019/386;CLAP SUD OUEST;40228354300070.0;Action spécifique dével. Outil numérique;5000;aide en numéraire;unique;2019-07-31/2020-01-31;sans objet;non;1.00;2019-07-31;;Autre objet;Inférieur à 30 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011.0;2018-07-17;2018/288;ASSO LEONARD DE VINCI;40285022600018.0;Big Data;25000;aide en numéraire;échelonné;2018-07-17/2019-01-17;sans objet;non;1.00;2018-07-17;;Autre objet;Inférieur à 30 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011.0;2018-09-20;2018/40;TERRE D'ADELE;48782378300013.0;Zéro déchets;10000;aide en numéraire;unique;2018-09-20/2019-03-20;sans objet;non;1.00;2018-09-20;;Autre objet;Inférieur à 30 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011.0;2018-12-20;2018/570;SOLIHA SOLIDAIRE HABITAT;78184854400032.0;Fonctionnement;216000;aide en numéraire;échelonné;2018-12-20/2019-06-20;sans objet;non;1.00;2018-12-20;;Fonctionnement;Entre 100 000€ et 500 000€
2019-02-06;BORDEAUX METROPOLE;24330031600011.0;2019-01-15;2018/649;AGENCE QUALITE CONSTRUCTION AQC;32721569500047.0;Bien construire;49000;aide en numéraire;échelonné;2019-01-15/2019-07-15;sans objet;non;1.00;2019-01-15;;Autre objet;Entre 30 000€ et 100 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011.0;2018-11-28;2018/667;AQUINETIC;51482209700028.0;manifestation B BOOST;20000;aide en numéraire;échelonné;2018-11-28/2019-05-28;sans objet;non;1.00;2018-11-28;;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011.0;2019-02-19;2018/841;LES RESTAURANTS DU CŒUR;33986341700418.0;"concert ""Les Enfoirés""";25000;aide en numéraire;échelonné;2019-02-19/2019-08-19;sans objet;non;1.00;2019-02-19;;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011.0;2019-02-11;2019/53;ESCALES LITTERAIRES;34426475900046.0;Escales du livre;150000;aide en numéraire;échelonné;2019-02-11/2019-08-11;sans objet;non;1.00;2019-02-11;;Autre objet;Entre 100 000€ et 500 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011.0;2019-03-08;2019/63;AFEPT;30016423300029.0;Fonctionnement;58000;aide en numéraire;échelonné;2019-03-08/2019-09-08;sans objet;non;1.00;2019-03-08;;Fonctionnement;Entre 30 000€ et 100 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011.0;2019-02-04;2019/53;PARALLELES ATTITUDE DIFFUSION;35011886500017.0;carnaval des 2 rives;15000;aide en numéraire;échelonné;2019-02-04/2019-08-04;sans objet;non;1.00;2019-02-04;;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011.0;2019-02-12;2019/53;MUSIQUES DE NUIT DIFFUSION;34169319000033.0;festival Hauts de garonne;25000;aide en numéraire;échelonné;2019-02-12/2019-08-12;sans objet;non;1.00;2019-02-12;;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011.0;2019-02-27;2019/7;JUMPING INTERNATIONAL;42052348000016.0;Jumping;34000;aide en numéraire;échelonné;2019-02-27/2019-08-27;sans objet;non;1.00;2019-02-27;;Autre objet;Entre 30 000€ et 100 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011.0;2019-02-25;2019/53;LES ARTS AU MUR;43434085700037.0;Arthothèque;15000;aide en numéraire;échelonné;2019-02-25/2019-08-25;sans objet;non;1.00;2019-02-25;;Autre objet;Inférieur à 30 000€
2019-04-02;BORDEAUX METROPOLE;24330031600011.0;2019-03-06;2019/53;ASSO FESTIVAL ODP;82343035000012.0;Festival ODP codev;40000;aide en numéraire;échelonné;2019-03-06/2019-09-06;sans objet;non;1.00;2019-03-06;;Autre objet;Entre 30 000€ et 100 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-04-19;2019/106;CCI BORDEAUX GIRONDE;13002285800018.0;Fonds de soutien aux commerçants;500000;aide en numéraire;échelonné;2019-04-19/2019-10-19;sans objet;non;1.00;2019-04-19;;Autre objet;Entre 100 000€ et 500 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-05-02;2018/763;CREAQ;41993219900021.0;Appel à projet ZZZ zéro déchets;10000;aide en numéraire;unique;2019-05-02/2019-11-02;sans objet;non;1.00;2019-05-02;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-03-22;2019/143;CLUB CAP COM;78886877600022.0;FORUM;30000;aide en numéraire;échelonné;2019-03-22/2019-09-22;sans objet;non;1.00;2019-03-22;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-04-30;2019/165;LEON A VELO;82959066000017.0;Fonctionnement;55000;aide en numéraire;échelonné;2019-04-30/2019-10-30;sans objet;non;1.00;2019-04-30;;Fonctionnement;Entre 30 000€ et 100 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-05-22;2019/263;GANG OF FOOD;83273861100017.0;ÉTÉ METROPOLITAIN;22310;aide en numéraire;échelonné;2019-05-22/2019-11-22;sans objet;non;1.00;2019-05-22;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-05-24;2019/182;BORDEAUX UNITEC;37796404400038.0;Fonctionnement;125000;aide en numéraire;échelonné;2019-05-24/2019-11-24;sans objet;non;1.00;2019-05-24;;Fonctionnement;Entre 100 000€ et 500 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-05-28;2019/263;MONTS ET MERVEILLES;51066013700033.0;Eté métropolitain;6700;aide en numéraire;échelonné;2019-05-28/2019-11-28;sans objet;non;1.00;2019-05-28;;Eté métropolitain;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-03;2019/206;ADSI TECHNOWEST;43403882400042.0;PLIE;14500;aide en numéraire;échelonné;2019-06-03/2019-12-03;sans objet;non;1.00;2019-06-03;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-03;2019/205;ATIS;52289609100033.0;ESS Emergence entreprises;42750;aide en numéraire;échelonné;2019-06-03/2019-12-03;sans objet;non;1.00;2019-06-03;;Autre objet;Entre 30 000€ et 100 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-04;2019/206;MAISON EMPLOI INSERT ECO ENTREP.;49058526200069.0;PLIE;228000;aide en numéraire;échelonné;2019-06-04/2019-12-04;sans objet;non;1.00;2019-06-04;;Autre objet;Entre 100 000€ et 500 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-12;2019/185;FRENTECH BORDEAUX;81831326400025.0;programme d'actions;15000;aide en numéraire;échelonné;2019-06-12/2019-12-12;sans objet;non;1.00;2019-06-12;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-07;2019/265;COAEQUO;83122049600010.0;SMAC d'agglo;14250;aide en numéraire;échelonné;2019-06-07/2019-12-07;sans objet;non;1.00;2019-06-07;;Autre objet;Inférieur à 30 000€
2019-06-20;BORDEAUX METROPOLE;24330031600011.0;2019-06-04;2019/256;IDDAC;38389023300026.0;Fonctionnement;17500;aide en numéraire;échelonné;2019-06-04/2019-12-04;sans objet;non;1.00;2019-06-04;;Fonctionnement;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-06-26;2019/279;HAUTS DE GARONNE;34975346700043.0;Investissement;45000;aide en numéraire;échelonné;2019-06-26/2019-12-26;sans objet;non;1.00;2019-06-26;;Autre objet;Entre 30 000€ et 100 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-06-26;2019/279;HAUTS DE GARONNE;34975346700043.0;Fonctionnement;45000;aide en numéraire;échelonné;2019-06-26/2019-12-26;sans objet;non;1.00;2019-06-26;;Fonctionnement;Entre 30 000€ et 100 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-02;2019/276;DIGITAL AQUITAINE;80961975200011.0;Fonctionnement;25000;aide en numéraire;échelonné;2019-07-02/2020-01-02;sans objet;non;1.00;2019-07-02;;Fonctionnement;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-05;2019/273;OFFICE TOURISME & CONGRES BORDEAUX;78180455400017.0;FETE DU FLEUVE;141000;aide en numéraire;échelonné;2019-07-05/2020-01-05;sans objet;non;1.00;2019-07-05;;Autre objet;Entre 100 000€ et 500 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-09;2019/186;VILLA PRIMROSE;78187611500010.0;Fonctionnement;25000;aide en numéraire;échelonné;2019-07-09/2020-01-09;sans objet;non;1.00;2019-07-09;;Fonctionnement;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-05;2019/381;ARC EN REVE;32123703400012.0;programme d'actions;407253;aide en numéraire;échelonné;2019-07-05/2020-01-05;sans objet;non;1.00;2019-07-05;;Autre objet;Entre 100 000€ et 500 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-07-31;2019/386;L'ATELIER REMUMENAGE;33483378700011.0;Fonctionnement;4000;aide en numéraire;unique;2019-07-31/2020-01-31;sans objet;non;1.00;2019-07-31;;Fonctionnement;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-08-26;2019/390;FESTIVAL DES ARTS DE BORDEAUX;44336259500037.0;Festival des arts;160000;aide en numéraire;échelonné;2019-08-26/2020-02-26;sans objet;non;1.00;2019-08-26;;Autre objet;Entre 100 000€ et 500 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-08-26;2019/390;ADMAA;48956307200029.0;Festival Relache;15000;aide en numéraire;échelonné;2019-08-26/2020-02-26;sans objet;non;1.00;2019-08-26;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-08-26;2019/390;MELI MEL'ARTS;52425936300017.0;Festival;8000;aide en numéraire;échelonné;2019-08-26/2020-02-26;sans objet;non;1.00;2019-08-26;;Autre objet;Inférieur à 30 000€
2019-09-16;BORDEAUX METROPOLE;24330031600011.0;2019-08-26;2019/391;AMANIEU DE BOULIAC;42283936500018.0;Médiévales;6500;aide en numéraire;échelonné;2019-08-26/2020-02-26;sans objet;non;1.00;2019-08-26;;Autre objet;Inférieur à 30 000€
2019-11-15;BORDEAUX METROPOLE;24330031600011.0;2019-10-24;2019/532;RESTAURANTS DU CŒUR;37954994200025.0;Fonctionnement;25000;aide en numéraire;échelonné;2019-10-24/2020-04-24;sans objet;non;1.00;2019-10-24;;Fonctionnement;Inférieur à 30 000€
2019-11-15;BORDEAUX METROPOLE;24330031600011.0;2019-10-25;2019/532;LA RONDE DES QUARTIERS DE BORDEAUX;52539664400011.0;Le bon goût;25000;aide en numéraire;échelonné;2019-10-25/2020-04-25;sans objet;non;1.00;2019-10-25;;Autre objet;Inférieur à 30 000€
2019-11-15;BORDEAUX METROPOLE;24330031600011.0;2019-11-05;2019/532;BANQUE ALIMENTAIRE DE BORDEAUX;34063725500027.0;Fonctionnement;25000;aide en numéraire;échelonné;2019-11-05/2020-05-05;sans objet;non;1.00;2019-11-05;;Fonctionnement;Inférieur à 30 000€
2019-11-15;BORDEAUX METROPOLE;24330031600011.0;2019-07-31;2019/386;CLAP SUD OUEST;40228354300070.0;Action spécifique plateforme linguistique;24000;aide en numéraire;unique;2019-07-31/2020-01-31;sans objet;non;1.00;2019-07-31;;Autre objet;Inférieur à 30 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000.0;2019-11-15;2019/648;SEB STE ENCOURAGEMENT DE BORDEAUX;78184354500000.0;Investissement;158178;aide en numéraire;échelonné;2019-11-15/2020-05-15;sans objet;non;1.00;2019-11-15;;Autre objet;Entre 100 000€ et 500 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000.0;2019-12-12;2019/737;LE GARAGE MODERNE;43470528100000.0;FAJ fonds aide aux jeunes;30000;aide en numéraire;unique;2019-12-12/2020-06-12;sans objet;non;1.00;2019-12-12;;Autre objet;Inférieur à 30 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000.0;2019-12-17;2019/529;STARWAY;75313370100000.0;Investissement espace coworking;60000;aide en numéraire;échelonné;2019-12-17/2020-06-17;sans objet;non;1.00;2019-12-17;;Autre objet;Entre 30 000€ et 100 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000.0;2019-12-16;2019/748;COMPAGNIE DES MARCHES DE L'ÉTÉ;32848008200100.0;codev 30/30 rencontres forme courte;15000;aide en numéraire;échelonné;2019-12-16/2020-06-16;sans objet;non;1.00;2019-12-16;;Autre objet;Inférieur à 30 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000.0;2020-01-02;2019/748;ASSOCIATION ESPRIT DE CORPS;42008956700000.0;codev;20000;aide en numéraire;échelonné;2020-01-02/2020-07-02;sans objet;non;1.00;2020-01-02;;Autre objet;Inférieur à 30 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000.0;2019-12-24;2019/692;LA RONDE DES QUARTIERS DE BORDEAUX;52539664400000.0;Animation commerciale;25833;aide en numéraire;échelonné;2019-12-24/2020-06-24;sans objet;non;1.00;2019-12-24;;Autre objet;Inférieur à 30 000€
2020-02-26;BORDEAUX METROPOLE;24330031600000.0;2019-12-29;2019/831;FONDATION BERGONIE;80184893800000.0;Prix Josy Reiffers 2019;50000;aide en numéraire;unique;2019-12-29/2020-06-29;sans objet;non;1.00;2019-12-29;;Autre objet;Entre 30 000€ et 100 000€
2020-02-26;BORDEAUX METROPOLE;24330031600000.0;2020-01-10;2019/833;MAISON DE NATURE ET ENVIRONNEMENT MNE;40305516300000.0;Action quartier ZZZ déchets;50000;aide en numéraire;échelonné;2020-01-10/2020-07-10;sans objet;non;1.00;2020-01-10;;Autre objet;Entre 30 000€ et 100 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-02-14;2020/54;FUBICY;40767625300000.0;20e congrès;25000;aide en numéraire;échelonné;2020-02-14/2020-08-14;sans objet;non;1.00;2020-02-14;;Autre objet;Inférieur à 30 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-03-05;2020/76;AEROSPACE VALLEY;48428452600100.0;Fonctionnement;90000;aide en numéraire;échelonné;2020-03-05/2020-09-05;sans objet;non;1.00;2020-03-05;;Fonctionnement;Entre 30 000€ et 100 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-03-11;2020/78;ASSO EUROPEENNE DU FILM D'ANIMATION;50907979400000.0;Cartoon moovies;125000;aide en numéraire;échelonné;2020-03-11/2020-09-11;sans objet;non;1.00;2020-03-11;;Autre objet;Entre 100 000€ et 500 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-02-14;2020/32;ADEM;39811228400000.0;Décastar;58000;aide en numéraire;échelonné;2020-02-14/2020-08-14;sans objet;non;1.00;2020-02-14;;Autre objet;Entre 30 000€ et 100 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-03-03;2020/63;AGEC & CO;49848483100000.0;SMAC agglo scènes musiques actuelles;14250;aide en numéraire;échelonné;2020-03-03/2020-09-03;sans objet;non;1.00;2020-03-03;;Autre objet;Inférieur à 30 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-03-26;2020/132;LA FABRIQUE POLA;44433758800000.0;Fonctionnement;114000;aide en numéraire;échelonné;2020-03-26/2020-09-26;sans objet;non;1.00;2020-03-26;;Fonctionnement;Entre 100 000€ et 500 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-03-27;2020/101;ATIS;52289609100000.0;Fonctionnement;42750;aide en numéraire;échelonné;2020-03-27/2020-09-27;sans objet;non;1.00;2020-03-27;;Fonctionnement;Entre 30 000€ et 100 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-03-27;2020/65;LE CARRE-COLONNES;52257430000000.0;Festival Echappée Belle;45000;aide en numéraire;échelonné;2020-03-27/2020-09-27;sans objet;non;1.00;2020-03-27;;Autre objet;Entre 30 000€ et 100 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-03-31;2020/101;FRANCE ACTIVE AQUITAINE;45154609700000.0;Programme actions ESS/TPE;41250;aide en numéraire;échelonné;2020-03-31/2020-09-30;sans objet;non;1.00;2020-03-31;;Autre objet;Entre 30 000€ et 100 000€
2020-04-08;BORDEAUX METROPOLE;24330031600000.0;2020-04-06;2020/72;MAISON DE L'EMPLOI (MDE);49058526200100.0;Programme d'actions et PLIE;230000;aide en numéraire;unique;2020-04-06/2020-10-06;sans objet;non;1.00;2020-04-06;;Autre objet;Entre 100 000€ et 500 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000.0;2020-02-25;2019/821;WIMOOV;42213614300100.0;2 actions dévelop. de mobilité;35000;aide en numéraire;échelonné;2020-02-25/2020-08-25;sans objet;non;1.00;2020-02-25;;Autre objet;Entre 30 000€ et 100 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000.0;2020-05-11;2020/59;LA RONDE DES QUARTIERS DE BORDEAUX;52539664400000.0;Zéro déchets;15000;aide en numéraire;unique;2020-05-11/2020-11-11;sans objet;non;1.00;2020-05-11;;Autre objet;Inférieur à 30 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000.0;2020-02-20;2020/112;LE PARTENARIAT;32500114700000.0;Appel à projet international solidarité eau;29000;aide en numéraire;échelonné;2020-02-20/2020-08-20;sans objet;non;1.00;2020-02-20;;Autre objet;Inférieur à 30 000€
2020-06-02;BORDEAUX METROPOLE;24330031600000.0;2020-02-20;2020/134;ASSOCIATION GRET;30912305700100.0;AP international solidarité eau MAURITANIE;25000;aide en numéraire;échelonné;2020-02-20/2020-08-20;sans objet;non;1.00;2020-02-20;;Autre objet;Inférieur à 30 000€
2020-08-25;BORDEAUX METROPOLE;24330031600000.0;2020-06-09;2020/BM 0418;ASSOCIATION SEW & LAINE;53454877100000.0;Fabrication de masques;211950;aide en numéraire;échelonné;2020-06-09/2020-12-09;sans objet;non;1.00;2020-06-09;;Autre objet;Entre 100 000€ et 500 000€
2020-08-25;BORDEAUX METROPOLE;24330031600000.0;2020-06-10;2020/BM 0402;SEMER LE DOUTE;53389682500000.0;FIFIB;20000;aide en numéraire;unique;2020-06-10/2020-12-10;sans objet;non;1.00;2020-06-10;;Autre objet;Inférieur à 30 000€
2020-08-25;BORDEAUX METROPOLE;24330031600000.0;2020-06-25;2020/BM 0402;MUSIQUES DE NUIT DIFFUSION;34169319000000.0;Les inédits de l'été E.M.;28000;aide en numéraire;échelonné;2020-06-25/2020-12-25;sans objet;non;1.00;2020-06-25;;Autre objet;Inférieur à 30 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000.0;2020-09-14;2020/195;COMPAGNONS BATISSEURS AQUITAINE;48856661300000.0;Politique de la ville;23150;aide en numéraire;unique;2020-09-14/2021-03-14;sans objet;non;1.00;2020-09-14;;Autre objet;Inférieur à 30 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000.0;2020-09-30;2020/306;MEBA;51779186900000.0;Programme activités;54500;aide en numéraire;échelonné;2020-09-30/2021-03-30;sans objet;non;1.00;2020-09-30;;Autre objet;Entre 30 000€ et 100 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000.0;2020-11-24;2020/225;AEROSPACE VALLEY;48428452600100.0;Formaero 2020;5000;aide en numéraire;échelonné;2020-11-24/2021-05-24;sans objet;non;1.00;2020-11-24;;Autre objet;Inférieur à 30 000€
2020-12-01;BORDEAUX METROPOLE;24330031600000.0;2020-11-26;2020/397;CRISTOPH HUTIN ARCHITECTURE;79739136400000.0;Biennale archi Venise;37500;aide en numéraire;unique;2020-11-26/2021-05-26;sans objet;non;1.00;2020-11-26;;Autre objet;Entre 30 000€ et 100 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000.0;2019-12-17;2019/616;MVT FRANCAIS PLANNING FAMILIAL;31611221800100.0;Investissement ESS;8900;aide en numéraire;échelonné;2019-12-17/2020-06-17;sans objet;non;1.00;2019-12-17;;Autre objet;Inférieur à 30 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000.0;2019-12-17;2019/687;POLA;44433758800000.0;Investissement ESS;21450;aide en numéraire;échelonné;2019-12-17/2020-06-17;sans objet;non;1.00;2019-12-17;;Autre objet;Inférieur à 30 000€
2020-01-23;BORDEAUX METROPOLE;24330031600000.0;2019-12-24;2019/730;UNIS CITE;39819156900000.0;Fonctionnement;49000;aide en numéraire;échelonné;2019-12-24/2020-06-24;sans objet;non;1.00;2019-12-24;;Fonctionnement;Entre 30 000€ et 100 000€
2020-02-26;BORDEAUX METROPOLE;24330031600000.0;2020-01-23;2019/688;LA RONDE DES QUARTIERS DE BORDEAUX;52539664400000.0;Aide pour création assos commerciales;15000;aide en numéraire;échelonné;2020-01-23/2020-07-23;sans objet;non;1.00;2020-01-23;;Autre objet;Inférieur à 30 000€
2020-02-26;BORDEAUX METROPOLE;24330031600000.0;2020-01-27;2019/755;AQUITEC;39061052500000.0;Salon AQUITEC;21000;aide en numéraire;échelonné;2020-01-27/2020-07-27;sans objet;non;1.00;2020-01-27;;Autre objet;Inférieur à 30 000€
2020-02-26;BORDEAUX METROPOLE;24330031600000.0;2020-01-30;2019/615;GARAGE MODERNE;43470528100000.0;ESS Fonctionnement;15000;aide en numéraire;échelonné;2020-01-30/2020-07-30;sans objet;non;1.00;2020-01-30;;Autre objet;Inférieur à 30 000€
2020-02-26;BORDEAUX METROPOLE;24330031600000.0;2020-02-06;2019/776;MÉMOIRE DE BORDEAUX;34221545600000.0;Mise à disposition d'un agent;23421;aide en numéraire;unique;2020-02-06/2020-08-06;sans objet;non;1.00;2020-02-06;;Autre objet;Inférieur à 30 000€
