Observatory;Data_year;agglomeration;Zone_calcul;Zone_complementaire;Type_habitat;epoque_construction_local;epoque_construction_homogene;anciennete_locataire_local;anciennete_locataire_homogene;nombre_pieces_local;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3300;2021;L3300;;;;5. Après 2005;;;;Ensemble 1P;;11,9;12,4;13,5;15,1;17,3;13,8;327;376;420;464;504;422;31;565;2893;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;Ensemble 2P;;10,9;11,6;12,3;13,0;14,0;12,2;480;509;536;574;620;544;44;5906;12921;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;;;Ensemble 3P;;9,6;10,2;10,8;11,4;12,4;10,8;615;657;700;746;807;706;65;4592;11357;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;1. Moins de 1 an;;;;9,9;10,7;11,7;12,8;14,1;11,5;478;530;640;750;950;672;58;3189;;Estimation directe
B3300;2021;L3300;;;;5. Après 2005;;2. 1 an et plus;;;;9,4;10,3;11,3;12,5;13,7;11,0;474;525;636;756;900;662;60;8919;;Estimation directe
B3300;2021;L3300;;;Maison;;;;;;;7,4;9,0;10,5;12,1;14,0;10,3;560;723;870;1048;1300;913;89;1532;26836;Estimation directe
B3300;2021;L3300;;;Maison;;;;;;Maison 1-3P;7,9;9,4;11,3;13,2;15,3;10,9;500;600;717;828;940;724;66;612;10032;Estimation directe
B3300;2021;L3300;;;Maison;;;;;;Maison 4P+;7,1;8,8;10,1;11,5;12,9;10,0;740;840;988;1183;1381;1026;103;920;16805;Estimation directe
B3300;2021;L3300;;;Maison;;;;;Maison 1-3P;;7,9;9,4;11,3;13,2;15,3;10,9;500;600;717;828;940;724;66;612;10032;Estimation directe
B3300;2021;L3300;;;Maison;;;;;Maison 4P+;;7,1;8,8;10,1;11,5;12,9;10,0;740;840;988;1183;1381;1026;103;920;16805;Estimation directe
B3300;2021;L3300;;;Maison;;;;1. Moins de 1 an;;;8,4;9,8;11,4;13,0;14,8;11,2;600;780;950;1210;1381;990;88;311;;Estimation directe
B3300;2021;L3300;;;Maison;;;;1. Moins de 1 an;;Maison 1-3P;8,3;10,5;11,8;14,2;16,1;11,7;463;639;750;860;1024;756;65;115;;Estimation directe
B3300;2021;L3300;;;Maison;;;;1. Moins de 1 an;;Maison 4P+;8,9;9,7;11,1;12,1;13,9;11,0;810;941;1100;1307;1515;1137;103;196;;Estimation directe
B3300;2021;L3300;;;Maison;;;;2. 1 an et plus;;;7,1;8,7;10,2;11,8;13,5;10,0;560;701;850;1000;1220;891;89;1221;;Estimation directe
B3300;2021;L3300;;;Maison;;;;2. 1 an et plus;;Maison 1-3P;7,9;9,2;11,1;13,0;14,9;10,7;500;600;709;812;900;714;67;497;;Estimation directe
B3300;2021;L3300;;;Maison;;;;2. 1 an et plus;;Maison 4P+;7,0;8,5;10,0;11,1;12,5;9,7;700;817;960;1100;1326;994;102;724;;Estimation directe
B3300;2021;L3300;;;Maison;;;1. Moins de 1 an;;;;8,4;9,8;11,4;13,0;14,8;11,2;600;780;950;1210;1381;990;88;311;;Estimation directe
B3300;2021;L3300;;;Maison;;;1. Moins de 1 an;;Maison 1-3P;;8,3;10,5;11,8;14,2;16,1;11,7;463;639;750;860;1024;756;65;115;;Estimation directe
B3300;2021;L3300;;;Maison;;;1. Moins de 1 an;;Maison 4P+;;8,9;9,7;11,1;12,1;13,9;11,0;810;941;1100;1307;1515;1137;103;196;;Estimation directe
B3300;2021;L3300;;;Maison;;;2. 1 an et plus;;;;7,1;8,7;10,2;11,8;13,5;10,0;560;701;850;1000;1220;891;89;1221;;Estimation directe
B3300;2021;L3300;;;Maison;;;2. 1 an et plus;;Maison 1-3P;;7,9;9,2;11,1;13,0;14,9;10,7;500;600;709;812;900;714;67;497;;Estimation directe
B3300;2021;L3300;;;Maison;;;2. 1 an et plus;;Maison 4P+;;7,0;8,5;10,0;11,1;12,5;9,7;700;817;960;1100;1326;994;102;724;;Estimation directe
B3300;2021;L3300;;;Maison;;1. Avant 1946;;;;;6,7;8,7;11,1;13,0;14,9;10,4;529;670;800;1015;1350;887;86;601;5613;Estimation directe
B3300;2021;L3300;;;Maison;;1. Avant 1946;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;;1. Avant 1946;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;;2. Entre 1946-1970;;;;;7,1;8,4;10,0;11,7;13,5;9,9;520;650;832;1000;1240;858;87;191;4990;Estimation directe
B3300;2021;L3300;;;Maison;;2. Entre 1946-1970;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;;2. Entre 1946-1970;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;;3. Entre 1971-1990;;;;;7,4;8,6;10,0;11,6;12,7;9,8;665;780;900;1050;1220;932;95;182;5673;Estimation directe
B3300;2021;L3300;;;Maison;;3. Entre 1971-1990;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;;3. Entre 1971-1990;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;;4. Entre 1991-2005;;;;;8,3;9,3;10,4;11,8;13,3;10,3;700;810;971;1105;1270;981;95;241;5094;Estimation directe
B3300;2021;L3300;;;Maison;;4. Entre 1991-2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;;4. Entre 1991-2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;;5. Après 2005;;;;;8,3;9,4;10,5;11,8;13,4;10,6;695;780;900;1014;1226;932;88;317;5466;Estimation directe
B3300;2021;L3300;;;Maison;;5. Après 2005;;1. Moins de 1 an;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;;5. Après 2005;;2. 1 an et plus;;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;;;Maison;1. Avant 1946;;;;;;6,7;8,7;11,1;13,0;14,9;10,4;529;670;800;1015;1350;887;86;601;5613;Estimation directe
B3300;2021;L3300;;;Maison;2. Entre 1946-1970;;;;;;7,1;8,4;10,0;11,7;13,5;9,9;520;650;832;1000;1240;858;87;191;4990;Estimation directe
B3300;2021;L3300;;;Maison;3. Entre 1971-1990;;;;;;7,4;8,6;10,0;11,6;12,7;9,8;665;780;900;1050;1220;932;95;182;5673;Estimation directe
B3300;2021;L3300;;;Maison;4. Entre 1991-2005;;;;;;8,3;9,3;10,4;11,8;13,3;10,3;700;810;971;1105;1270;981;95;241;5094;Estimation directe
B3300;2021;L3300;;;Maison;5. Après 2005;;;;;;8,3;9,4;10,5;11,8;13,4;10,6;695;780;900;1014;1226;932;88;317;5466;Estimation directe
B3300;2021;L3300;;;Appartement;;;;;;;9,3;10,6;12,2;14,5;17,9;11,9;410;483;570;699;839;610;51;22783;108110;Estimation directe
B3300;2021;L3300;;;Appartement;;;;;;Appart 1P;12,0;13,7;16,2;19,5;22,5;15,9;354;396;432;480;526;439;28;3402;25563;Estimation directe
B3300;2021;L3300;;;Appartement;;;;;;Appart 2P;10,1;11,3;12,4;14,0;16,2;12,5;467;505;548;600;661;557;45;10331;42580;Estimation directe
B3300;2021;L3300;;;Appartement;;;;;;Appart 3P;8,9;10,0;10,8;11,8;13,2;10,8;574;640;700;765;868;712;66;7260;28410;Estimation directe
B3300;2021;L3300;;;Appartement;;;;;;Appart 4P+;7,7;8,8;9,9;11,2;12,7;10,1;640;756;879;1040;1298;934;93;1790;11558;Estimation directe
B3300;2021;L3300;;;Appartement;;;;;Appart 1P;;12,0;13,7;16,2;19,5;22,5;15,9;354;396;432;480;526;439;28;3402;25563;Estimation directe
B3300;2021;L3300;;;Appartement;;;;;Appart 2P;;10,1;11,3;12,4;14,0;16,2;12,5;467;505;548;600;661;557;45;10331;42580;Estimation directe
B3300;2021;L3300;;;Appartement;;;;;Appart 3P;;8,9;10,0;10,8;11,8;13,2;10,8;574;640;700;765;868;712;66;7260;28410;Estimation directe
B3300;2021;L3300;;;Appartement;;;;;Appart 4P+;;7,7;8,8;9,9;11,2;12,7;10,1;640;756;879;1040;1298;934;93;1790;11558;Estimation directe
B3300;2021;L3300;;;Appartement;;;;1. Moins de 1 an;;;10,0;11,1;12,8;15,5;19,2;12,6;422;491;580;710;869;625;50;6054;;Estimation directe
B3300;2021;L3300;;;Appartement;;;;1. Moins de 1 an;;Appart 1P;12,9;14,4;16,9;20,4;23,4;16,9;368;407;445;497;543;452;27;1049;;Estimation directe
B3300;2021;L3300;;;Appartement;;;;1. Moins de 1 an;;Appart 2P;10,8;11,8;12,9;14,7;16,9;13,0;480;517;560;615;695;573;44;2859;;Estimation directe
B3300;2021;L3300;;;Appartement;;;;1. Moins de 1 an;;Appart 3P;9,6;10,3;11,1;12,5;13,9;11,3;610;669;720;798;900;745;66;1757;;Estimation directe
B3300;2021;L3300;;;Appartement;;;;1. Moins de 1 an;;Appart 4P+;8,3;9,3;10,4;11,9;13,4;10,7;680;812;925;1124;1386;999;94;389;;Estimation directe
B3300;2021;L3300;;;Appartement;;;;2. 1 an et plus;;;9,0;10,4;11,9;14,0;17,2;11,5;403;480;566;690;828;603;52;16729;;Estimation directe
B3300;2021;L3300;;;Appartement;;;;2. 1 an et plus;;Appart 1P;11,6;13,2;15,8;18,8;21,9;15,3;350;390;425;470;516;432;28;2353;;Estimation directe
B3300;2021;L3300;;;Appartement;;;;2. 1 an et plus;;Appart 2P;9,8;11,1;12,2;13,6;15,7;12,2;460;500;541;590;650;548;45;7472;;Estimation directe
B3300;2021;L3300;;;Appartement;;;;2. 1 an et plus;;Appart 3P;8,6;9,7;10,7;11,6;12,8;10,6;560;625;691;754;835;696;66;5503;;Estimation directe
B3300;2021;L3300;;;Appartement;;;;2. 1 an et plus;;Appart 4P+;7,4;8,6;9,8;11,0;12,3;9,8;618;737;864;1006;1250;909;93;1401;;Estimation directe
B3300;2021;L3300;;;Appartement;;;1. Moins de 1 an;;;;10,0;11,1;12,8;15,5;19,2;12,6;422;491;580;710;869;625;50;6054;;Estimation directe
B3300;2021;L3300;;;Appartement;;;1. Moins de 1 an;;Appart 1P;;12,9;14,4;16,9;20,4;23,4;16,9;368;407;445;497;543;452;27;1049;;Estimation directe
B3300;2021;L3300;;;Appartement;;;1. Moins de 1 an;;Appart 2P;;10,8;11,8;12,9;14,7;16,9;13,0;480;517;560;615;695;573;44;2859;;Estimation directe
B3300;2021;L3300;;;Appartement;;;1. Moins de 1 an;;Appart 3P;;9,6;10,3;11,1;12,5;13,9;11,3;610;669;720;798;900;745;66;1757;;Estimation directe
B3300;2021;L3300;;;Appartement;;;1. Moins de 1 an;;Appart 4P+;;8,3;9,3;10,4;11,9;13,4;10,7;680;812;925;1124;1386;999;94;389;;Estimation directe
B3300;2021;L3300;;;Appartement;;;2. 1 an et plus;;;;9,0;10,4;11,9;14,0;17,2;11,5;403;480;566;690;828;603;52;16729;;Estimation directe
B3300;2021;L3300;;;Appartement;;;2. 1 an et plus;;Appart 1P;;11,6;13,2;15,8;18,8;21,9;15,3;350;390;425;470;516;432;28;2353;;Estimation directe
B3300;2021;L3300;;;Appartement;;;2. 1 an et plus;;Appart 2P;;9,8;11,1;12,2;13,6;15,7;12,2;460;500;541;590;650;548;45;7472;;Estimation directe
B3300;2021;L3300;;;Appartement;;;2. 1 an et plus;;Appart 3P;;8,6;9,7;10,7;11,6;12,8;10,6;560;625;691;754;835;696;66;5503;;Estimation directe
B3300;2021;L3300;;;Appartement;;;2. 1 an et plus;;Appart 4P+;;7,4;8,6;9,8;11,0;12,3;9,8;618;737;864;1006;1250;909;93;1401;;Estimation directe
B3300;2021;L3300;;;Appartement;;1. Avant 1946;;;;;9,0;10,9;13,0;16,1;19,6;12,4;400;467;564;705;919;625;50;4481;24721;Estimation directe
B3300;2021;L3300;;;Appartement;;1. Avant 1946;;;;Appart 1P;11,9;14,3;17,0;20,4;23,7;16,4;358;400;443;490;550;450;27;1109;7082;Estimation directe
B3300;2021;L3300;;;Appartement;;1. Avant 1946;;;;Appart 2P;9,5;11,2;13,1;15,5;17,4;12,8;450;500;560;630;710;570;45;1859;10082;Estimation directe
B3300;2021;L3300;;;Appartement;;1. Avant 1946;;;;Appart 3P;8,1;9,7;11,2;12,8;14,4;11,1;533;625;735;841;969;745;67;1139;5130;Estimation directe
B3300;2021;L3300;;;Appartement;;1. Avant 1946;;;;Appart 4P+;7,5;8,8;10,6;12,2;13,8;10,5;670;820;1009;1295;1580;1079;102;374;2427;Estimation directe
B3300;2021;L3300;;;Appartement;;1. Avant 1946;;1. Moins de 1 an;;;10,2;11,9;14,3;17,6;20,7;13,4;420;478;571;730;950;644;48;1390;;Estimation directe
B3300;2021;L3300;;;Appartement;;1. Avant 1946;;2. 1 an et plus;;;8,6;10,3;12,5;15,4;18,3;11,8;395;462;560;699;890;614;52;3091;;Estimation directe
B3300;2021;L3300;;;Appartement;;2. Entre 1946-1970;;;;;8,3;9,4;10,8;13,6;16,7;10,7;400;468;573;690;800;601;56;956;12535;Estimation directe
B3300;2021;L3300;;;Appartement;;2. Entre 1946-1970;;;;Appart 1P;11,0;12,7;15,0;17,8;22,4;14,8;340;376;425;465;518;429;29;229;2761;Estimation directe
B3300;2021;L3300;;;Appartement;;2. Entre 1946-1970;;;;Appart 2P;9,6;10,4;11,6;14,0;16,3;11,8;442;490;535;594;643;540;46;231;3841;Estimation directe
B3300;2021;L3300;;;Appartement;;2. Entre 1946-1970;;;;Appart 3P;8,3;9,1;10,0;11,0;12,6;10,2;520;574;635;732;780;656;65;283;3556;Estimation directe
B3300;2021;L3300;;;Appartement;;2. Entre 1946-1970;;;;Appart 4P+;7,0;8,3;9,1;10,2;11,1;9,3;563;650;707;848;1000;771;83;213;2376;Estimation directe
B3300;2021;L3300;;;Appartement;;2. Entre 1946-1970;;1. Moins de 1 an;;;8,7;9,9;11,6;14,4;17,1;11,4;406;481;570;710;820;624;55;233;;Estimation directe
B3300;2021;L3300;;;Appartement;;2. Entre 1946-1970;;2. 1 an et plus;;;8,0;9,2;10,6;13,0;16,6;10,5;396;460;573;683;790;591;56;723;;Estimation directe
B3300;2021;L3300;;;Appartement;;3. Entre 1971-1990;;;;;9,2;10,8;13,2;16,2;19,7;12,3;385;435;520;618;739;550;45;2417;23422;Estimation directe
B3300;2021;L3300;;;Appartement;;3. Entre 1971-1990;;;;Appart 1P;12,7;14,1;16,3;19,1;22,2;16,1;355;393;430;470;516;432;27;832;7880;Estimation directe
B3300;2021;L3300;;;Appartement;;3. Entre 1971-1990;;;;Appart 2P;9,8;10,9;12,2;14,0;16,3;12,3;470;507;560;600;660;560;45;958;7867;Estimation directe
B3300;2021;L3300;;;Appartement;;3. Entre 1971-1990;;;;Appart 3P;8,1;9,2;10,1;11,1;12,7;10,1;556;607;680;741;860;685;68;467;4963;Estimation directe
B3300;2021;L3300;;;Appartement;;3. Entre 1971-1990;;;;Appart 4P+;7,2;8,2;9,2;10,8;12,4;9,3;611;690;846;1000;1176;874;94;160;2712;Estimation directe
B3300;2021;L3300;;;Appartement;;3. Entre 1971-1990;;1. Moins de 1 an;;;10,1;11,8;14,0;16,7;20,1;13,3;396;451;537;640;730;562;42;588;;Estimation directe
B3300;2021;L3300;;;Appartement;;3. Entre 1971-1990;;2. 1 an et plus;;;8,9;10,3;12,7;16,0;19,6;11,9;384;430;510;607;739;545;46;1829;;Estimation directe
B3300;2021;L3300;;;Appartement;;4. Entre 1991-2005;;;;;9,7;10,9;12,4;15,0;18,7;12,3;415;494;574;701;850;616;50;3138;19363;Estimation directe
B3300;2021;L3300;;;Appartement;;4. Entre 1991-2005;;;;Appart 1P;12,2;14,3;17,1;20,0;22,1;16,5;377;401;432;477;520;444;27;667;4976;Estimation directe
B3300;2021;L3300;;;Appartement;;4. Entre 1991-2005;;;;Appart 2P;10,4;11,3;12,4;14,3;16,3;12,6;488;517;555;605;653;563;45;1389;8186;Estimation directe
B3300;2021;L3300;;;Appartement;;4. Entre 1991-2005;;;;Appart 3P;9,3;10,2;11,0;12,1;13,4;11,0;598;660;725;798;885;733;66;878;4824;Estimation directe
B3300;2021;L3300;;;Appartement;;4. Entre 1991-2005;;;;Appart 4P+;8,7;9,3;10,4;11,7;13,5;10,6;730;860;954;1122;1400;1017;96;204;1377;Estimation directe
B3300;2021;L3300;;;Appartement;;4. Entre 1991-2005;;1. Moins de 1 an;;;10,2;11,5;13,3;15,9;20,0;13,0;425;500;600;725;870;623;48;730;;Estimation directe
B3300;2021;L3300;;;Appartement;;4. Entre 1991-2005;;2. 1 an et plus;;;9,5;10,7;12,1;14,6;18,2;12,0;411;487;569;700;845;613;51;2408;;Estimation directe
B3300;2021;L3300;;;Appartement;;5. Après 2005;;;;;9,8;10,6;11,6;12,6;13,8;11,3;463;520;600;709;820;625;55;11791;28069;Estimation directe
B3300;2021;L3300;;;Appartement;;5. Après 2005;;;;Appart 1P;11,9;12,4;13,5;15,1;17,3;13,8;327;376;420;464;504;422;31;565;2863;Estimation directe
B3300;2021;L3300;;;Appartement;;5. Après 2005;;;;Appart 2P;10,9;11,6;12,3;13,0;14,0;12,2;480;508;535;573;615;542;44;5894;12603;Estimation directe
B3300;2021;L3300;;;Appartement;;5. Après 2005;;;;Appart 3P;9,7;10,2;10,8;11,4;12,4;10,8;616;655;695;739;795;699;65;4493;9938;Estimation directe
B3300;2021;L3300;;;Appartement;;5. Après 2005;;;;Appart 4P+;8,5;9,4;10,1;10,9;12,1;10,0;750;803;863;960;1100;883;88;839;2665;Estimation directe
B3300;2021;L3300;;;Appartement;;5. Après 2005;;1. Moins de 1 an;;;10,0;10,7;11,8;12,8;14,1;11,6;468;525;608;716;845;634;55;3113;;Estimation directe
B3300;2021;L3300;;;Appartement;;5. Après 2005;;2. 1 an et plus;;;9,7;10,5;11,5;12,6;13,7;11,2;459;518;600;707;813;621;55;8678;;Estimation directe
B3300;2021;L3300;;;Appartement;1. Avant 1946;;;;;;9,0;10,9;13,0;16,1;19,6;12,4;400;467;564;705;919;625;50;4481;24721;Estimation directe
B3300;2021;L3300;;;Appartement;1. Avant 1946;;;;Appart 1P;;11,9;14,3;17,0;20,4;23,7;16,4;358;400;443;490;550;450;27;1109;7082;Estimation directe
B3300;2021;L3300;;;Appartement;1. Avant 1946;;;;Appart 2P;;9,5;11,2;13,1;15,5;17,4;12,8;450;500;560;630;710;570;45;1859;10082;Estimation directe
B3300;2021;L3300;;;Appartement;1. Avant 1946;;;;Appart 3P;;8,1;9,7;11,2;12,8;14,4;11,1;533;625;735;841;969;745;67;1139;5130;Estimation directe
B3300;2021;L3300;;;Appartement;1. Avant 1946;;;;Appart 4P+;;7,5;8,8;10,6;12,2;13,8;10,5;670;820;1009;1295;1580;1079;102;374;2427;Estimation directe
B3300;2021;L3300;;;Appartement;1. Avant 1946;;1. Moins de 1 an;;;;10,2;11,9;14,3;17,6;20,7;13,4;420;478;571;730;950;644;48;1390;;Estimation directe
B3300;2021;L3300;;;Appartement;1. Avant 1946;;2. 1 an et plus;;;;8,6;10,3;12,5;15,4;18,3;11,8;395;462;560;699;890;614;52;3091;;Estimation directe
B3300;2021;L3300;;;Appartement;2. Entre 1946-1970;;;;;;8,3;9,4;10,8;13,6;16,7;10,7;400;468;573;690;800;601;56;956;12535;Estimation directe
B3300;2021;L3300;;;Appartement;2. Entre 1946-1970;;;;Appart 1P;;11,0;12,7;15,0;17,8;22,4;14,8;340;376;425;465;518;429;29;229;2761;Estimation directe
B3300;2021;L3300;;;Appartement;2. Entre 1946-1970;;;;Appart 2P;;9,6;10,4;11,6;14,0;16,3;11,8;442;490;535;594;643;540;46;231;3841;Estimation directe
B3300;2021;L3300;;;Appartement;2. Entre 1946-1970;;;;Appart 3P;;8,3;9,1;10,0;11,0;12,6;10,2;520;574;635;732;780;656;65;283;3556;Estimation directe
B3300;2021;L3300;;;Appartement;2. Entre 1946-1970;;;;Appart 4P+;;7,0;8,3;9,1;10,2;11,1;9,3;563;650;707;848;1000;771;83;213;2376;Estimation directe
B3300;2021;L3300;;;Appartement;2. Entre 1946-1970;;1. Moins de 1 an;;;;8,7;9,9;11,6;14,4;17,1;11,4;406;481;570;710;820;624;55;233;;Estimation directe
B3300;2021;L3300;;;Appartement;2. Entre 1946-1970;;2. 1 an et plus;;;;8,0;9,2;10,6;13,0;16,6;10,5;396;460;573;683;790;591;56;723;;Estimation directe
B3300;2021;L3300;;;Appartement;3. Entre 1971-1990;;;;;;9,2;10,8;13,2;16,2;19,7;12,3;385;435;520;618;739;550;45;2417;23422;Estimation directe
B3300;2021;L3300;;;Appartement;3. Entre 1971-1990;;;;Appart 1P;;12,7;14,1;16,3;19,1;22,2;16,1;355;393;430;470;516;432;27;832;7880;Estimation directe
B3300;2021;L3300;;;Appartement;3. Entre 1971-1990;;;;Appart 2P;;9,8;10,9;12,2;14,0;16,3;12,3;470;507;560;600;660;560;45;958;7867;Estimation directe
B3300;2021;L3300;;;Appartement;3. Entre 1971-1990;;;;Appart 3P;;8,1;9,2;10,1;11,1;12,7;10,1;556;607;680;741;860;685;68;467;4963;Estimation directe
B3300;2021;L3300;;;Appartement;3. Entre 1971-1990;;;;Appart 4P+;;7,2;8,2;9,2;10,8;12,4;9,3;611;690;846;1000;1176;874;94;160;2712;Estimation directe
B3300;2021;L3300;;;Appartement;3. Entre 1971-1990;;1. Moins de 1 an;;;;10,1;11,8;14,0;16,7;20,1;13,3;396;451;537;640;730;562;42;588;;Estimation directe
B3300;2021;L3300;;;Appartement;3. Entre 1971-1990;;2. 1 an et plus;;;;8,9;10,3;12,7;16,0;19,6;11,9;384;430;510;607;739;545;46;1829;;Estimation directe
B3300;2021;L3300;;;Appartement;4. Entre 1991-2005;;;;;;9,7;10,9;12,4;15,0;18,7;12,3;415;494;574;701;850;616;50;3138;19363;Estimation directe
B3300;2021;L3300;;;Appartement;4. Entre 1991-2005;;;;Appart 1P;;12,2;14,3;17,1;20,0;22,1;16,5;377;401;432;477;520;444;27;667;4976;Estimation directe
B3300;2021;L3300;;;Appartement;4. Entre 1991-2005;;;;Appart 2P;;10,4;11,3;12,4;14,3;16,3;12,6;488;517;555;605;653;563;45;1389;8186;Estimation directe
B3300;2021;L3300;;;Appartement;4. Entre 1991-2005;;;;Appart 3P;;9,3;10,2;11,0;12,1;13,4;11,0;598;660;725;798;885;733;66;878;4824;Estimation directe
B3300;2021;L3300;;;Appartement;4. Entre 1991-2005;;;;Appart 4P+;;8,7;9,3;10,4;11,7;13,5;10,6;730;860;954;1122;1400;1017;96;204;1377;Estimation directe
B3300;2021;L3300;;;Appartement;4. Entre 1991-2005;;1. Moins de 1 an;;;;10,2;11,5;13,3;15,9;20,0;13,0;425;500;600;725;870;623;48;730;;Estimation directe
B3300;2021;L3300;;;Appartement;4. Entre 1991-2005;;2. 1 an et plus;;;;9,5;10,7;12,1;14,6;18,2;12,0;411;487;569;700;845;613;51;2408;;Estimation directe
B3300;2021;L3300;;;Appartement;5. Après 2005;;;;;;9,8;10,6;11,6;12,6;13,8;11,3;463;520;600;709;820;625;55;11791;28069;Estimation directe
B3300;2021;L3300;;;Appartement;5. Après 2005;;;;Appart 1P;;11,9;12,4;13,5;15,1;17,3;13,8;327;376;420;464;504;422;31;565;2863;Estimation directe
B3300;2021;L3300;;;Appartement;5. Après 2005;;;;Appart 2P;;10,9;11,6;12,3;13,0;14,0;12,2;480;508;535;573;615;542;44;5894;12603;Estimation directe
B3300;2021;L3300;;;Appartement;5. Après 2005;;;;Appart 3P;;9,7;10,2;10,8;11,4;12,4;10,8;616;655;695;739;795;699;65;4493;9938;Estimation directe
B3300;2021;L3300;;;Appartement;5. Après 2005;;;;Appart 4P+;;8,5;9,4;10,1;10,9;12,1;10,0;750;803;863;960;1100;883;88;839;2665;Estimation directe
B3300;2021;L3300;;;Appartement;5. Après 2005;;1. Moins de 1 an;;;;10,0;10,7;11,8;12,8;14,1;11,6;468;525;608;716;845;634;55;3113;;Estimation directe
B3300;2021;L3300;;;Appartement;5. Après 2005;;2. 1 an et plus;;;;9,7;10,5;11,5;12,6;13,7;11,2;459;518;600;707;813;621;55;8678;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;;9,9;11,4;13,7;16,7;20,0;12,9;411;480;586;772;1084;678;53;3898;24581;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Maison 1-3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Ensemble 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Maison 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Appart 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Appart 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Appart 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Appart 4P+;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Ensemble 1P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Ensemble 2P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;;Ensemble 3P;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Maison 1-3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Ensemble 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Maison 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Appart 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Appart 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Appart 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Appart 4P+;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Ensemble 1P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Ensemble 2P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;;Ensemble 3P;;;;;;;;;;;;;;;;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;1. Moins de 1 an;;;10,5;12,3;14,5;17,6;21,0;13,6;420;476;585;790;1100;680;50;1165;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;;2. 1 an et plus;;;9,5;11,1;13,2;16,3;19,5;12,5;409;480;588;757;1074;677;54;2733;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;1. Moins de 1 an;;;;10,5;12,3;14,5;17,6;21,0;13,6;420;476;585;790;1100;680;50;1165;;Estimation directe
B3300;2021;L3300;L3300.1.01;;;;;2. 1 an et plus;;;;9,5;11,1;13,2;16,3;19,5;12,5;409;480;588;757;1074;677;54;2733;;Estimation directe
