legislature,id_loi,etape_discussion,id_amendement,date_amendement,etape_texte,action_amendement,resume_amendement,url_pdf,statut_amendement,auteur,groupe_politique,statut_auteur,co-signataires
14,PRJLANR5L14B0071,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0071P0D1N407,2012-07-12T00:00:00Z,Article 27,"Après le mot : « est », la fin de la première phrase du neuvième alinéa du V de l'article 43 de la loi n° 99‑1172 du 30 décembre 1999 de finances pour 2000 est ainsi rédigée : « , pour le laboratoire de Bure en Meuse, réparti en deux parts entre les départements de la Meuse et de la Haute‑Marne, à raison de 60 % pour la Meuse et 40 % pour la Haute‑Marne, et ce, à compter du 1er janvier 2013 ».","L’objectif du présent amendement est de proposer une nouvelle répartition entre les départements de la Meuse et de la Haute-Marne. Le laboratoire de Bure est situé sur le département de la Meuse et une infime partie dans un rayon de 10 km déborde en Haute-Marne.
Aussi, la Meuse accueille l’ensemble des installations dédiées au laboratoire et devra recevoir le site de stockage réversible en couches géologiques profondes des déchets nucléaires (Centre industriel de stockage géologique pour les déchets Haute Activité et Moyenne Activité à Vie Longue- CIGEO).
Si le projet d’une zone interdépartementale d’activité économique est prévue, mais toujours pas réalisée, par les deux Conseils généraux, il est donc indispensable d’appliquer dès maintenant la répartition des ressources fiscales liées au laboratoire et au futur centre de stockage à partir de l’accord acté par le Comité de Haut Niveau, soit 60 % pour la Meuse et 40 % pour la Haute-Marne, et ce, en tenant compte du calendrier CIGEO.
Aujourd’hui les deux départements reçoivent chacun 30 millions d’euros, sur les 60 millions annuels versés pour les années 2010, 2011 et 2012.",/14/amendements/0071/AN/407.pdf,Discuté,Jean-Louis Dumont,SER,Depute,Jean-Louis Dumont
14,PRJLANR5L14B0071,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0071P0D1N405,2012-07-12T00:00:00Z,Article 27,"Le V de l’article 43 de la loi n° 99‑1172 du 30 décembre 1999 de finances pour 2000 est ainsi modifié :
1° Le début du cinquième alinéa est ainsi rédigé : « À compter du 1er janvier 2014 et pour la durée d’exploitation de l’installation, les valeurs...(le reste sans changement) » ;
2°  Le tableau du sixième alinéa est ainsi modifié :
a) À la troisième ligne de la deuxième colonne, le nombre : « 5,27 » est remplacé par le nombre : « 6,5 » ;
b) À la troisième ligne de la troisième colonne, le nombre : « 1,73 » est remplacé par le nombre : « 2 » ;
c) À la troisième ligne de la quatrième colonne, le nombre : « 0,87 » est remplacé par le nombre : « 1 » ;
d) À la quatrième ligne de la deuxième colonne, le nombre : « 6,08 » est remplacé par le nombre : « 6,5 » ;
e) À la cinquième ligne de la deuxième colonne, le nombre : « 6,08 » est remplacé par le nombre : « 6,5 » ;
f) À la sixième ligne de la deuxième colonne, le nombre : « 5,32 » est remplacé par le nombre : « 6,5 » ;
g) À la sixième ligne de la troisième colonne, le nombre : « 1,75 » est remplacé par le nombre : « 2 » ;
h) À la sixième ligne de la quatrième colonne, le nombre : « 0,88 » est remplacé par le nombre : « 1 ».","L’objectif du présent amendement est d’augmenter le montant des taxes additionnelles alimentant la redevance liée au laboratoire de Bure en Meuse et d’augmenter à due concurrence le versement, actuellement de 30 millions d’euros.",/14/amendements/0071/AN/405.pdf,Discuté,Jean-Louis Dumont,SER,Depute,Jean-Louis Dumont
14,PRJLANR5L14B0071,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0071P0D1N413,2012-07-12T00:00:00Z,Article 27,"Le début du cinquième alinéa du V de l'article 43 de la loi n° 99–1172 du 30 décembre 1999 de finances pour 2000 est ainsi rédigé : « À compter du 1er janvier 2013, les valeurs...(le reste sans changement) ».","L’objectif du présent amendement est de prolonger la redevance ANDRA liée au versement des taxes additionnelles dues par l’exploitant des installations du laboratoire de Bure en Meuse pour l’année 2013 et suivantes, autant d’années que le laboratoire sera en exploitation.",/14/amendements/0071/AN/413.pdf,Discuté,Jean-Louis Dumont,SER,Depute,Jean-Louis Dumont
14,PRJLANR5L14B0071,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0071P0D1N179,2012-07-12T00:00:00Z,Article 4,"Après la référence :
« 784, »,
rédiger ainsi la fin de l'alinéa 7
« les mots : « de celles passées depuis plus de dix ans » sont remplacés par les mots : « d’une seule donation antérieure et, le cas échéant, d’une donation de l’immeuble constituant au jour de la donation la résidence principale du donateur ». ».

","Les ménages ayant la possibilité de léguer à leurs enfants plus d'une fois dans la vie 100 000 euros sont extrêmement peu nombreux. En effet le patrimoine médian en France se situe à 150 200 euros. Les 10 % les mieux dotés ont au moins 552 300 euros de patrimoine brut et détiennent près de la moitié de la masse totale de celui-ci. Enfin, les 1 % des ménages les plus riches en termes de patrimoine détiennent chacun plus de 1,9 million d'euros d'avoirs. Cet abattement fiscal concerne donc une infime minorité de ménages déjà privilégiés.
Les dispositions actuellement contenues dans le code général des impôts et modifiées par la loi de finances rectificative permettront de verser, tous les 15 ans, 100 000 euros par personne  et par enfant exonéré d'impôts, ce qui permet par exemple à des parents avec deux enfants de verser 400 000 euros tous les 15 ans. Cette somme est particulièrement importante au regard de l'imposition à laquelle sont soumis les revenus.
Cet amendement vise à rompre avec la République des héritiers, en privilégiant les revenus dégagés par les innovateurs et les créateurs d'emploi par rapport au patrimoine qui aboutit a une reproduction et un renforcement des inégalités entre les citoyens, encore plus rapide ces dernières années. Les inégalités de patrimoine ont en effet augmenté de 30 % entre 2004 et 2010 et sont 50 fois plus fortes que les inégalités de revenu. La fonction redistributive de l'impôt doit donc pleinement jouer son rôle qui a été négligé ces 20 dernières années.",/14/amendements/0071/AN/179.pdf,Irrecevable,Razzy Hammadi,SER,Depute,Razzy Hammadi
14,PRJLANR5L14B0071,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0071P0D1N395,2012-07-12T00:00:00Z,Article 6,"Après l'alinéa 1, insérer l'alinéa suivant :
« 1° A À la première phrase du premier alinéa du I, les mots : « un milliard » sont remplacés par les mots : « cent-cinquante millions ».",Amendement d'élargissement du seuil de capitalisation boursière à partir duquel les entreprises sont soumises à la taxe sur les transactions financières.,/14/amendements/0071/AN/395.pdf,Discuté,Laurent Grandguillaume,SER,Depute,Laurent Grandguillaume
14,PRJLANR5L14B0071,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0071P0D1N410,2012-07-12T00:00:00Z,de finances rectificative pour 2012,"I-Après l’article 43, alinéa 4 du V, LoiLoi n°99-1172 du 30 décembre 1999, modifié par la Loi n° 2011-1977 du 28 décembre 2011-art.46 (V), est ainsi rédigé « A compter du 1er janvier 2014 et pour  la durée d’exploitation de l’installation, les valeurs des coefficients s’appliquant aux catégories d’installations visées dans le tableau précédent sont fixées comme suit : »
 
II- A la 3ème ligne de la 2ème colonne du tableau du paragraphe 4, substituer au nombre : « 5,27 » le nombre : « 6,5 ». 
A la 3ème ligne de la 3ème colonne du tableau du paragraphe 4, substituer au nombre : « 1,73 » le nombre : « 2 ». 
A la 3ème ligne de la 4ème colonne du tableau du paragraphe 4, substituer au nombre : « 0,87 » le nombre : « 1 ». 
A la 4ème ligne de la 2ème colonne du tableau du paragraphe 4, substituer au nombre : « 6,08 » le nombre : « 6,5 ». 
A la 5ème ligne de la 2ème colonne du tableau du paragraphe 4, substituer au nombre : « 6,08 » le nombre : « 6,5 ». 
A la 6ème ligne de la 2ème colonne du tableau du paragraphe 4, substituer au nombre : « 5,32 » le nombre : « 6,5 ». 
A la 6ème ligne de la 3ème colonne du tableau du paragraphe 4, substituer au nombre : « 1,75 » le nombre : « 2 ». 
A la 6ème ligne de la 4ème colonne du tableau du paragraphe 4, substituer au nombre : « 0,88 » le nombre : « 1 ». 
 
 ","L’objectif du présent amendement est d’augmenter le montant des taxes additionnelles alimentant la redevance liée au laboratoire de Bure en Meuse et d’augmenter à due concurrence le versement, actuellement de 30 millions d’euros.",/14/amendements/0071/AN/410.pdf,Retiré,Jean-Louis Dumont,SER,Depute,Jean-Louis Dumont
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N521,2012-11-09T00:00:00Z,Article 68,"Après l’alinéa 2, insérer l’alinéa suivant :
« 1° bis Au 5° et à la première phrase de l'avant‑dernier alinéa du I, après la référence : « 3° », est insérée la référence : « du I » ; ».","Amendement de coordination.
 ",/14/amendements/0235C/AN/521.pdf,Discuté,Pascal Terrasse,SER,Depute,Pascal Terrasse
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N519,2012-11-09T00:00:00Z,Article 67,"Après l’alinéa 80, insérer les trois alinéas suivants :
« 20° Aux a) et b) du 2° du I. de l’article L. 5217‑13, après la référence : « 3° », est insérée, par deux fois, la référence : « du I ».
« I bis. – 1° À l’article L. 133‑11 du code du tourisme, la référence : « huitième alinéa du 4° » est remplacée par la référence : « deuxième alinéa du II » ;
« 2° Le II de l’article 20 de la loi n° 2006‑436 du 14 avril 2006 relative aux parcs nationaux, aux parcs naturels marins et aux parcs naturels régionaux est abrogé ; ».","Amendement de coordination.
 ",/14/amendements/0235C/AN/519.pdf,Discuté,Pascal Terrasse,SER,Depute,Pascal Terrasse
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N705,2012-11-12T00:00:00Z,Article 59,"Le a bis de l’article L. 135 B du livre des procédures fiscales, est complété par une phrase ainsi rédigée : « Pour un produit local intégrant le risque de caisse, ces montants sont ventilés par date et type d’encaissement ; »","L’article 100 de la loi de finances pour 2012 a sécurisé l’accès des collectivités locales au détail des données sur la CVAE, basées sur les déclarations des contribuables.
Contrairement aux produits CVAE versés en 2011 aux collectivités locales qui correspondaient aux montants déclarés pour un millésime de valeur ajoutée, les produits 2012 correspondent aux montants versés l’année précédente.
Les collectivités locales sont ainsi exposées aux risques de caisse.
Cet amendement vise ainsi à compléter les informations restituées sur la CVAE pour permettre d’identifier cet écart avec les montants déclarés.
Il importe en effet de pouvoir distinguer dans cet écart ce qui relève des ajustements effectués par l’entreprise elle-même (ajustement légal lors du versement des acomptes, en fonction de ses anticipations de réalisation de chiffre d’affaires et valeur ajoutée à clôture de l’exercice, rattrapage sur millésime antérieur et pénalités), de ce qui relève des activités de redressements.
 ",/14/amendements/0235C/AN/705.pdf,Discuté,Alain Rousset,SER,Depute,Alain Rousset
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N411,2012-11-08T00:00:00Z,Article 66,"À l’alinéa 4, substituer aux mots :
« 3 CIF »,
les mots :
« la Caisse Centrale du Crédit Immobilier de France ».","Amendement de précision.
 ",/14/amendements/0235C/AN/411.pdf,Discuté,Dominique Lefebvre,SER,Depute,Dominique Lefebvre
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N687,2012-11-12T00:00:00Z,Article 59,"Les articles L. 2332‑2, L. 3332‑1‑1 et L. 4331‑2‑1 du code général des collectivités territoriales sont ainsi modifiés :
1° Au début du premier alinéa, est insérée la référence : « I » ;
2° Après l’avant-dernier alinéa, il est inséré un alinéa ainsi rédigé :
« II. – Pour les impôts non recouvrés par voie de rôle et encaissés par l’État l’année précédente, l’attribution s’effectue en début d’année, avant le 31 janvier suivant le produit notifié provisoire et avant le 31 mars pour l’ajustement correspondant au produit notifié définitif. » ;
3° Au début du dernier alinéa, est insérée la référence : « III ».","Le présent amendement vise à ajuster le versement du produit de CVAE aux collectivités locales, en tenant compte de la réalité d’encaissement par l’État auprès des entreprises.
Le versement aux collectivités locales a été calé sur le système des douzièmes qui prévaut en fiscalité directe locale.
Or, taxe d’habitation et taxes foncières sont des impôts sur rôle recouvrés en fin d’année par l’État, le versement par douzièmes aux collectivités correspond donc pour partie à des avances.
La CVAE est un impôt auto-liquidé, le produit versé aux collectivités locales correspond aux encaissements perçus par l’État l’année précédente (début mai, 15 juin et 15 septembre).
Par conséquent, le produit CVAE doit être versé sans délai, en début d’année ; sur la part du produit payé par les entreprises (3/4 du produit CVAE local), l’État bénéficie en effet de la trésorerie l’année précédente, lui permettant de verser la part du produit correspondant aux dégrèvements (1/4 du produit CVAE local) également dès le début d’année suivante.
 ",/14/amendements/0235C/AN/687.pdf,Discuté,Alain Rousset,SER,Depute,Alain Rousset
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N673,2012-11-12T00:00:00Z,Article 64,"Après le mot : 

« communes », 

rédiger ainsi la fin de l'alinéa 7 : 

« faisant l’objet d’un arrêté de carence mentionné au L. 302-9-1 du code de la construction et de l’habitation, la taxe est instaurée de plein droit, ce pour la durée de l’arrêté de carence. »","Afin de diminuer la tension locative sur le parc de logements privés, l’objet de cet amendement est de permettre une meilleure mobilisation des logements vacants, en renforçant le dispositif de majoration de la taxe d’habitation qui leur est applicable : les logements visés sont les logements vacants depuis deux ans au moins, soit une diminution de 3 ans de la durée de latence. Cette taxe est constituée comme une taxe d’habitation sur les logements vacants et donc avec les taux de la taxe d’habitation, limitant les questions d’optimisation fiscale, il est préférable que le taux reste celui de la taxe d’habitation.",/14/amendements/0235C/AN/673.pdf,Discuté,Daniel Goldberg,SER,Depute,Daniel Goldberg
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N513,2012-11-09T00:00:00Z,Article 67,Supprimer l’alinéa 50.,"Amendement rédactionnel.
 ",/14/amendements/0235C/AN/513.pdf,Discuté,Pascal Terrasse,SER,Depute,Pascal Terrasse
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N685,2012-11-12T00:00:00Z,Article 59,"À la fin du a) du III de l’article 1599 quater B du code général des impôts, le montant : « 2,45 € » est remplacé par le montant : « 12 € ».","Cet amendement vise à restaurer le tarif initial (de 2010) sur les lignes d’abonné, afin de minimiser le gain de la réforme fiscale pour l’entreprise France Télécom et remettre à niveau le produit fiscal correspondant au profit des Régions.
Instaurée par la loi de finances initiale 2010, l’imposition forfaitaire sur les entreprises de réseau (IFER) sur la boucle locale cuivre a été modifiée en loi de finances 2011 en divisant par 5 le tarif sur les lignes (passant de 12€ à 2,4€).
Parallèlement, la diversification de l’assiette aux unités de raccordement et aux cartes d'abonnés a transféré une partie de la charge fiscale vers d’autres opérateurs de téléphonie que France Télécom.
A titre d’exemple,, le produit IFER perçu par les Régions s’est élevé à 393 478 768€ en 2011, soit inférieur au plancher garanti à 400 M€ dès la première année.
 ",/14/amendements/0235C/AN/685.pdf,Discuté,Alain Rousset,SER,Depute,Alain Rousset
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N359,2012-11-07T00:00:00Z,Article 68,"Après l’alinéa 16, insérer l’alinéa suivant :
« 3° Le II du présent article ne s’applique pas à la région Île-de-France. ».","En région d’Ile-de-France, les communes appelées au sein de leur bloc intercommunal à contribuer au FPIC contribuent aussi pour la grande majorité au fonds régional FSRIF. Du fait du plafonnement induit par le 3° du I. de l’article L2336-3 du Code général des collectivités territoriales, des communes « riches » au sein du bloc intercommunal peuvent se retrouver plafonnées, dès leur contribution au FSRIF. En conséquence, les autres communes de l’EPCI, aux ressources parfois modestes, se retrouvent à devoir régler le différentiel de contribution pour le reste du groupe intercommunal. Cet amendement vise à éviter cet effet contre-péréquateur en faisant peser, en région d’Ile-de-France, la contribution sur l’EPCI en tant que tel plutôt que sur ses communes membres. Cet amendement de cohérence est soutenu par Paris Métropole.
 ",/14/amendements/0235C/AN/359.pdf,Discuté,François Pupponi,SER,Depute,François Pupponi
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N397,2012-11-08T00:00:00Z,Article 66,"À l’alinéa 2, substituer aux mots :
« et investie »,
les mots :
«, laquelle est investie ».","Amendement de précision.
 ",/14/amendements/0235C/AN/397.pdf,Discuté,Dominique Lefebvre,SER,Depute,Dominique Lefebvre
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N403,2012-11-08T00:00:00Z,Article 66,"À l’alinéa 3, substituer aux mots :
« (y compris le fonds de réserve et la réserve spéciale de recouvrement) »,
les mots :
« , y compris le fonds de réserve et la réserve spéciale de recouvrement, »","Amendement rédactionnel.
 ",/14/amendements/0235C/AN/403.pdf,Discuté,Dominique Lefebvre,SER,Depute,Dominique Lefebvre
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N542,2012-11-09T00:00:00Z,Article 68,"Compléter l’alinéa 2 par les mots :
« et les mots : « , de la surtaxe sur les eaux minérales prévue à l’article 1582 du code général des impôts » sont supprimés. ».
","L’objet de cet amendement est d’exclure du périmètre du potentiel fiscal et donc du potentiel financier des ensembles intercommunaux la surtaxe sur les eaux minérales prévue à l’article 1582 du code général des impôts.
Cette proposition est motivée par des raisons voisines de celles qui avaient conduit à exclure la taxe sur les entreprises exploitant des engins de remontées mécaniques prévue aux articles L. 2333-49 à L. 2333-53 dans le cadre de l’examen du PLF 2012.
En effet, de la même manière que la taxe sur les remontées mécaniques, cette taxe n’a pas pour objet d’élargir les marges de manœuvre financières de ces communes. La surtaxe sur les eaux minérales vient en effet financer des dépenses spécifiques supportées par ces communes qui bien souvent sont en même temps siège d’activités liées au thermalisme. La loi du 25/06/1920 en avait d’ailleurs réservé l’application aux villes qui avaient la qualité de stations thermales. Les débats parlementaires qui ont précédé son adoption, notamment ceux tenus lors de la séance du Sénat du 1er juin 1920, rappellent que les communes qui disposent d’établissements thermaux peuvent se trouver en situation financière délicate en raison de charges qu’elles doivent supporter à ce titre et « qui n’incombent pas aux autres communes ». Dans l’esprit du législateur, le produit de la surtaxe avait donc bien vocation à être affecté aux équipements de ces communes afin d’accueillir en période de saison, la part flottante de la population ainsi qu’au développement de leurs infrastructures thermales, touristiques et sportives.
D’une manière générale, la situation économique de ces communes n’a pas changé dans le sens d’une plus grande profitabilité de cette surtaxe pour ces stations thermales depuis 1920. Il serait donc équitable par rapport aux communes touristiques de montagne d’exclure la surtaxe sur les eaux minérales de leur potentiel fiscal car elle n’augmente pas leurs marges financières mais permet simplement de contribuer très partiellement au financement des investissements et à la charge des emprunts qu’elles ont contractés à cet effet.
En outre, le maintien de cette taxe dans le potentiel financier est d’autant plus injuste que la population prise en compte au dénominateur du potentiel financier par habitant ne prend pas en considération la clientèle des stations thermales mais la seule population résidente et celle des résidences secondaires.
à l’alinéa 11 de l’article 67.
 
",/14/amendements/0235C/AN/542.pdf,Discuté,Christian Franqueville,SER,Depute,Christian Franqueville
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N477,2012-11-09T00:00:00Z,Article 71,"«Mission Egalité des territoires, Logement et Ville »

I- Après l'article 71, insérer l'article suivant :

L'article 4 de la loi n° 96-1241 du 30 décembre 1996 relative à l'aménagement, la protection et la mise en valeur de la zone dite des cinquante pas géométriques dans les départements d'outre-mer est modifié comme suit : 

1- La seconde phrase du premier alinéa est ainsi rédigée : 

« Cette durée peut être prolongée par décret pour une durée qui ne peut excéder le 1er janvier 2016 ».

2- La dernière phrase du premier alinéa est supprimée.

II-  La perte de recettes pour l’État est compensée à due concurrence par la création d'une taxe additionnelle aux droits visés aux articles 575 et 575 A du code général des impôts","Dans la version d’origine de l’article 4 la loi n° 96-1241 du 30 décembre 1996 relative à l’aménagement, la protection et la mise en valeur de la zone dite des cinquante pas géométriques dans les départements d’outre-mer, la durée d’existence des agences était fixée à 15 ans (jusqu’à fin 2011), durée jugée, à l’époque, suffisante pour mener à bien la mission de régularisation foncière. 
 
La moitié des objectifs initiaux a été atteinte avec la montée en charge des agences et la constitution de leurs équipes opérationnelles à compter de 2001. Cette situation a conduit le Gouvernement, dans la loi n° 2010-788 du 12 juillet 2010 portant engagement national pour l'environnement, à proroger la durée d’activité des agences pour une durée de deux ans, celle-ci ayant prévu de remplacer les agences par des établissements publics fonciers d’Etat auxquels aurait été attribuée, en sus, la mission de régularisation foncière sur la zone des 50 pas. 
 
Mais les projets de création d’établissements publics fonciers locaux dans les deux collectivités, la perspective de création des groupements d’intérêt publics pour la reconstitution des titres fonciers conduisent à repenser le schéma initialement envisagé. Une mission d’inspection a d’ailleurs été diligentée.
 
Le projet consiste à prolonger les agences pour une durée limitée dans l’attente de l’aboutissement du projet de reconstitution des titres de propriété pour revoir ensuite cette durée en fonction du rôle qui leur serait attribué dans la configuration retenue. 
 
La prorogation permet d’éviter à l’agence d’inscrire, dans son budget pour 2013, les provisions nécessaires au financement des licenciements économiques et pour rassurer le personnel sur son avenir, la grande majorité des employés disposant de contrats de travail de droit privé.",/14/amendements/0235C/AN/477.pdf,Retiré,Serge Letchimy,SER,Depute,Serge Letchimy
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N177,2012-10-31T00:00:00Z,Article 62,"Le Gouvernement remet au Parlement, au plus tard le 1er juin 2013, un rapport sur la situation des conjoints survivants des plus grands invalides de guerre, dont l’indice de pension était supérieur ou égal à 2 000 points. Le rapport précise les pistes envisagées pour augmenter le niveau des pensions des conjoints survivants en proportion des pensions versées aux plus grands invalides de guerre, y compris au moyen d’un prélèvement sur ces pensions.","Les conjoints survivants de très grands invalides se trouvent fréquemment démunis lors du décès de l’ouvrant-droit, alors que le conjoint doit faire face seul aux frais du ménage et aux difficultés causées par le décès de l’invalide. Il existe en effet une disproportion considérable entre la pension que percevait l’invalide et celle qui est versée au conjoint survivant, 500 points au taux normal pour un soldat en application de l’article L. 50 du code des pensions militaires d’invalidité et des victimes de la guerre, majorée forfaitairement de 15 points depuis 2004.
Cette disproportion est d’autant plus choquante que, dans presque tous les cas, le conjoint survivant a apporté ses soins à l’invalide, permettant souvent d’éviter une hospitalisation qui aurait été onéreuse pour la collectivité.
Les lois de finances pour 2011 et 2011 avaient corrigé à la marge ce système en octroyant un complément de pension de 360 points aux veuves d’invalides bénéficiant de pensions de plus de 11 000 points.
Il est temps d’aller plus loin et de mettre en place un dispositif complet, qui prenne en considération le montant des pensions versées aux plus grands invalides pour la fixation du montant des pensions des veuves et éviter ainsi une trop grande disproportion entre les deux.
Le rapport du Gouvernement devra permettre d’informer pleinement le Parlement sur ce sujet pour lui permettre d’effectuer des choix en recensant précisément le nombre de veuves, en France et à l’étranger, leur âge et le montant de leurs pensions. Le rapport étudiera aussi la faisabilité de la mise en place d’une taxation des pensions des plus grands invalides pour financer un dispositif qui assure aux veuves une pension décente.
 ",/14/amendements/0235C/AN/177.pdf,Discuté,Daniel Boisserie,SER,Depute,Daniel Boisserie
14,PRJLANR5L14B0235,1ère lecture (1ère assemblée saisie),AMANR5L14SEA644420B0235P2D1N629,2012-11-09T00:00:00Z,ÉTAT B,,"Un amendement n° 446 du Gouvernement a été déposé et adopté le 9 novembre dernier afin de transférer les crédits de la DGME (qui vient d’être rebaptisée Direction interministérielle de modernisation de l’action publique, ou DIMAP), relevant de l’action 4 du programme Stratégie des finances publiques de la présente mission, au programme Coordination du travail gouvernemental de la mission Direction de l’action du Gouvernement, à laquelle la DGME serait désormais rattachée. Parallèlement, l’amendement n° 447 du Gouvernement, déposé sur cette mission, supprime les crédits de l’action 4 du programme Stratégie des finances publiques.
La Rapporteure spéciale se félicite que le Gouvernement appuie ainsi les propositions qu’elle a formulées dans son rapport spécial en faveur d’un renforcement du pilotage interministériel de la réforme de l’État, par le rattachement de la DGME aux services du Premier ministre.
Par le présent amendement, elle propose d’aller au bout de cette logique, en  rattachant à la mission Direction de l’action du Gouvernement, outre la DGME, les programmes informatiques Chorus et ONP, qui relèvent respectivement des actions 05 Information financière de l’État et 06 Systèmes d’information et production de la paye. De tels projets informatiques transversaux sont de réels leviers de modernisation de l’action publique. Or, à l’issue de ses travaux, la Rapporteure spéciale a constaté que leur mise en œuvre pâtissait d’un manque de gouvernance interministérielle, et elle juge que leur rattachement à Bercy n’est pas optimal.
Dans cette perspective, le présent amendement supprime le programme Stratégie des finances publiques et modernisation de l’État et reventile ses six actions, ce qui conduit à modifier l’architecture budgétaire de la mission.
La DGME ou DIMAP peut donc être rattachée à la mission Direction de l’action du Gouvernement, du fait de l’adoption de l’amendement n° 446 précité, et la Rapporteure spéciale propose en conséquence de supprimer ses crédits (47,64 millions d’euros) au sein du programme Stratégie des finances publiques.
Parallèlement, la Rapporteure spéciale propose de réunir les crédits des actions Information financière de l’État (85,3 et 81,6 millions d’euros en AE et CP) et Systèmes d’information et production de la paye (63,1 et 68,3 millions d’euros en AE et CP) du programme Stratégie des finances publiques, au sein d’un nouveau programme intitulé Systèmes d’information transversaux, et de rattacher ce dernier à la mission Direction de l’action du Gouvernement. Néanmoins, le droit existant ne lui permet pas, contrairement au Gouvernement, de créer un programme dans une autre mission ; de ce fait, dans un premier temps, le programme qu’elle crée est maintenu dans la mission Gestion des finances publiques et des ressources humaines.
Les trois actions restantes du programme supprimé sont reventilées entre les différents autres programmes de la mission, à dotation constante :
– l’action Politique des finances publiques et analyse de la performance des politiques publiques, qui correspond aux moyens de la direction du budget, soit 36,95 millions d’euros, est rattachée au programme Conduite et pilotage des politiques économique et financière ;
– l’action Politique de la fonction publique et modernisation de la gestion des ressources humaines, qui regroupe la masse salariale des agents de la Direction générale de l’administration et de la fonction publique (DGAFP) pour 12,9 millions d’euros, est logiquement rattachée au programme Fonction publique, alors que ce programme porte d’ores et déjà les moyens dont dispose la DGAFP pour la formation des fonctionnaires. Ce changement de nomenclature permet de donner davantage de cohérence au programme Fonction publique, en remédiant à l’éclatement des crédits de la DGAFP ;
– l’action Régulation des jeux correspond aux crédits de l’Autorité de régulation des jeux en ligne (ARJEL) pour respectivement 9,8 et 10,5 millions d’euros en AE et en CP en 2013 ; son rattachement au programme Stratégie des finances publiques apparaissait dès l’origine quelque peu incongru, comme l’avait souligné le précédent rapporteur spécial. Il semblerait plus pertinent de la placer au sein du programme Développement des entreprises et du tourisme, qui relève de la mission Économie, et qui porte notamment les moyens de la direction générale de la concurrence, de la consommation et de la répression des fraudes (DGCCRF). Néanmoins, encore une fois, le droit en vigueur ne permet pas de procéder par voie d’amendement parlementaire à des transferts de moyens entre deux missions différentes. À défaut, l’action Régulation des jeux est rattachée au programme Facilitation et sécurisation des échanges, pour rejoindre les activités de la direction générale des douanes et des droits indirects, laquelle participe, d’une certaine façon, à la protection des citoyens et des consommateurs, de même que l’ARJEL.
 ",/14/amendements/0235C/AN/629.pdf,Discuté,Karine Berger,SER,Depute,Karine Berger
